Scenario,Parameter,Variation_%,Parameter_Value,Season,totalGeneration_Value,collectionEfficiency_Value,processingCapacityUtilization_Value,totalSystemCost_Value,disposalVolume_Value,recoveryRate_Value,netCostPerDay_Value,totalGeneration_SensitivityIndex,totalGeneration_RelativeSensitivity,collectionEfficiency_SensitivityIndex,collectionEfficiency_RelativeSensitivity,processingCapacityUtilization_SensitivityIndex,processingCapacityUtilization_RelativeSensitivity,totalSystemCost_SensitivityIndex,totalSystemCost_RelativeSensitivity,disposalVolume_SensitivityIndex,disposalVolume_RelativeSensitivity,recoveryRate_SensitivityIndex,recoveryRate_RelativeSensitivity,netCostPerDay_SensitivityIndex,netCostPerDay_RelativeSensitivity
rsuSystem.leaks.collectionLeak_-10%,rsuSystem.leaks.collectionLeak,-10,13.5,low,33.898720000000004,100,69.96634927035677,20690.975162434213,7.75144768025708,5.476174265824884,15690.975162434215,,,,,-36.403819820361996,-54.883579642954636,-399.3477828856521,-1.9337207180539995,,,0.2056797398463317,3.742107961245943,-399.3477828856521,-2.5514525346290706
rsuSystem.leaks.collectionLeak_+10%,rsuSystem.leaks.collectionLeak,10,16.5,high,82.69888000000002,100,93.07950969318091,41584.02855198941,7.75144768025708,5.567884119141738,18584.02855198941,,,,,-27.955751540551788,-28.721359884999803,-411.0256957045204,-0.9874297291087842,,,0.21169432205630834,3.816814535366359,-411.0256957045204,-2.2067525280651545
rsuSystem.leaks.collectionLeak_+10%,rsuSystem.leaks.collectionLeak,10,16.5,low,33.898720000000004,100,62.68590737048335,20611.180247718836,7.75144768025708,5.517271770313648,15611.180247718832,,,,,-36.403819820361996,-54.883579642954636,-399.3477828856521,-1.9337207180539995,,,0.2056797398463317,3.742107961245943,-399.3477828856521,-2.5514525346290706
rsuSystem.leaks.collectionLeak_+20%,rsuSystem.leaks.collectionLeak,20,18,high,82.69888000000002,100,88.81769938377928,41540.71087387924,7.75144768025708,5.590194418951265,18540.710873879234,,,,,-27.955751540551788,-28.721359884999803,-411.0256957045204,-0.9874297291087842,,,0.21169432205630834,3.816814535366359,-411.0256957045204,-2.2067525280651545
rsuSystem.leaks.collectionLeak_+20%,rsuSystem.leaks.collectionLeak,20,18,low,33.898720000000004,100,59.036244468727574,20569.093295750037,7.75144768025708,5.538948197986077,15569.093295750037,,,,,-36.403819820361996,-54.883579642954636,-399.3477828856521,-1.9337207180539995,,,0.2056797398463317,3.742107961245943,-399.3477828856521,-2.5514525346290706
rsuSystem.economics.collectionCost_-20%,rsuSystem.economics.collectionCost,-20,640,high,82.69888000000002,100,97.33435900140694,37193.99657087217,7.75144768025708,5.5463612416784285,14193.99657087217,,,,,,,22159.10399999999,53.234039352476245,,,,,22159.104000000003,118.9698339609693
rsuSystem.economics.collectionCost_-20%,rsuSystem.economics.collectionCost,-20,640,low,33.898720000000004,100,66.32916449179737,16827.98657785342,7.75144768025708,5.49636039302966,11827.986577853419,,,,,,,19118.97600000002,92.57785214689248,,,,,19118.97600000002,122.15207361919987
rsuSystem.economics.collectionCost_-10%,rsuSystem.economics.collectionCost,-10,720,high,82.69888000000002,100,97.33435900140694,39409.90697087217,7.75144768025708,5.5463612416784285,16409.90697087217,,,,,,,22159.10399999999,53.234039352476245,,,,,22159.104000000003,118.9698339609693
rsuSystem.economics.collectionCost_-10%,rsuSystem.economics.collectionCost,-10,720,low,33.898720000000004,100,66.32916449179737,18739.884177853415,7.75144768025708,5.49636039302966,13739.884177853422,,,,,,,19118.97600000002,92.57785214689248,,,,,19118.97600000002,122.15207361919987
rsuSystem.economics.collectionCost_+10%,rsuSystem.economics.collectionCost,10,880.0000000000001,high,82.69888000000002,100,97.33435900140694,43841.727770872174,7.75144768025708,5.5463612416784285,20841.727770872163,,,,,,,22159.10399999999,53.234039352476245,,,,,22159.104000000003,118.9698339609693
rsuSystem.economics.collectionCost_+10%,rsuSystem.economics.collectionCost,10,880.0000000000001,low,33.898720000000004,100,66.32916449179737,22563.67937785343,7.75144768025708,5.49636039302966,17563.67937785343,,,,,,,19118.97600000002,92.57785214689248,,,,,19118.97600000002,122.15207361919987
rsuSystem.economics.collectionCost_+20%,rsuSystem.economics.collectionCost,20,960,high,82.69888000000002,100,97.33435900140694,46057.63817087217,7.75144768025708,5.5463612416784285,23057.63817087217,,,,,,,22159.10399999999,53.234039352476245,,,,,22159.104000000003,118.9698339609693
rsuSystem.economics.collectionCost_+20%,rsuSystem.economics.collectionCost,20,960,low,33.898720000000004,100,66.32916449179737,24475.576977853427,7.75144768025708,5.49636039302966,19475.576977853427,,,,,,,19118.97600000002,92.57785214689248,,,,,19118.97600000002,122.15207361919987
general.fixedPopulation_-20%,general.fixedPopulation,-20,2138.4,high,82.303276,100,93.93074533551976,41283.57422448742,7.75144768025708,5.557967085587506,18283.574224487427,1.9780200000000292,2.391834085298409,,,15.173136661200601,15.588674766925086,1709.4020773591,4.106591018090759,,,-0.05709511645275,-1.029415755030626,1709.4020773590728,9.177594965750641
general.fixedPopulation_-20%,general.fixedPopulation,-20,2138.4,low,33.503116000000006,100,62.956745742286536,20306.48603634546,7.75144768025708,5.509538442914844,15306.486036345465,1.9780200000000117,5.835087578528072,,,16.851971241146284,25.406578494186054,1724.132818707767,8.348591115545752,,,-0.06468202485236496,-1.1768155693428146,1724.1328187077577,11.015568982359117
general.fixedPopulation_-10%,general.fixedPopulation,-10,2405.7000000000003,high,82.501078,100,95.63297409897179,41454.78843711951,7.75144768025708,5.552116450695332,18454.78843711951,1.9780200000000292,2.391834085298409,,,15.173136661200601,15.588674766925086,1709.4020773591,4.106591018090759,,,-0.05709511645275,-1.029415755030626,1709.4020773590728,9.177594965750641
general.fixedPopulation_-10%,general.fixedPopulation,-10,2405.7000000000003,low,33.700918,100,64.64347391985076,20479.254138272252,7.75144768025708,5.502887494212052,15479.254138272252,1.9780200000000117,5.835087578528072,,,16.851971241146284,25.406578494186054,1724.132818707767,8.348591115545752,,,-0.06468202485236496,-1.1768155693428146,1724.1328187077577,11.015568982359117
general.fixedPopulation_+10%,general.fixedPopulation,10,2940.3,high,82.89668200000001,100,99.03491799514131,41796.66496691657,7.75144768025708,5.540699428679379,18796.664966916574,1.9780200000000292,2.391834085298409,,,15.173136661200601,15.588674766925086,1709.4020773591,4.106591018090759,,,-0.05709511645275,-1.029415755030626,1709.4020773590728,9.177594965750641
general.fixedPopulation_+10%,general.fixedPopulation,10,2940.3,low,34.096522,100,68.0138430213237,20824.0748767651,7.75144768025708,5.489954089472678,15824.074876765097,1.9780200000000117,5.835087578528072,,,16.851971241146284,25.406578494186054,1724.132818707767,8.348591115545752,,,-0.06468202485236496,-1.1768155693428146,1724.1328187077577,11.015568982359117
general.fixedPopulation_+20%,general.fixedPopulation,20,3207.6,high,83.09448400000001,100,100,41967.33505543106,7.75144768025708,5.535129039006406,18967.335055431056,1.9780200000000292,2.391834085298409,,,15.173136661200601,15.588674766925086,1709.4020773591,4.106591018090759,,,-0.05709511645275,-1.029415755030626,1709.4020773590728,9.177594965750641
general.fixedPopulation_+20%,general.fixedPopulation,20,3207.6,low,34.29432400000001,100,69.69753423874505,20996.139163828568,7.75144768025708,5.483665632973898,15996.139163828568,1.9780200000000117,5.835087578528072,,,16.851971241146284,25.406578494186054,1724.132818707767,8.348591115545752,,,-0.06468202485236496,-1.1768155693428146,1724.1328187077577,11.015568982359117
